phi,psi,end_state,energy,caspt2_energy,caspt2_root,ms_caspt2_energy,ms_caspt2_root,ms_caspt2_highest_occupation,ms_caspt2_occupation_weight,ms_caspt2_occupation_coeff,config,coeff,weight,dipole moment,start_state,caspt2_energy_difference_ev,ms_caspt2_energy_difference_ev,dx_debyes,dy_debyes,dz_debyes,totald_debyes,transition,energy_difference_eV
0,315,3,-453.714729,-455.1580746182,3,-455.15828082,3.0,22u2220d,0.849993,-0.921951,22u2220d,-0.9335,0.87143,3.6198,1,5.764468464539364,5.817340984821728,-0.087768006587776,-0.0913311112297182,-0.2092529553495181,0.2446045669655565,n_to_pi_*_L,6.172225805000528
0,315,4,-453.638451,-455.1347262716,4,-455.12620344,5.0,222u220d,0.668273,-0.817479,222u220d,-0.73868,0.54564,3.3984,1,6.399809663209509,6.690211402954612,0.2206716135984709,0.1188576953966898,0.7638202619860925,0.8038933425846855,pi_nb_to_pi_*_L,8.247856974200584
0,315,6,-453.618743,-455.1292725205,6,-455.13988124,4.0,22222ud0,0.643371,-0.802104,22222ud0,0.76806,0.58992,4.37,1,6.548213865891835,6.318019316033549,-4.509740758814201,-0.7673800679110244,-2.3422362551339924,5.139329200723843,pi_nb_to_pi_*_R,8.784139245400041
0,330,1,-453.940218,-455.3708399268,1,-455.372906,1.0,22222200,0.934843,-0.966873,22222200,-0.96171,0.92489,5.3398,1,0.0,0.0,,,,,GROUND,0.0
0,330,2,-453.729177,-455.1590516125,2,-455.15937893,2.0,22222ud0,0.877412,-0.936703,22222ud0,-0.95443,0.91093,4.2249,1,5.763056535743253,5.810370512597941,-0.1910576087288032,0.0666879117360009,0.0894752343336993,0.2212602651884836,pi_nb_to_pi_*_R,5.742721067400623
0,330,3,-453.710269,-455.1557013376,3,-455.15582069,3.0,22u2220d,0.869312,-0.932369,22u2220d,-0.94195,0.88727,3.8992,1,5.854222206155972,5.907195204534432,-0.0499417452014964,-0.0414221117482005,-0.2073604939307063,0.2172748114147452,n_to_pi_*_L,6.257234218600906
0,330,4,-453.637299,-455.1343669062,4,-455.12251941,5.0,222u220d,0.576353,-0.759179,222u220d,-0.70928,0.50308,2.5556,1,6.434761952754505,6.813369655126138,1.6391879930665694,0.4601528252206092,-0.0846938674210076,1.7046556692489123,pi_nb_to_pi_*_L,8.24285007660085
0,330,6,-453.614282,-455.1261292704,6,-455.13894769,4.0,2222u2d0,0.549868,0.741531,2222u2d0,-0.81277,0.66059,4.4928,1,6.658919555563024,6.366333156733765,4.970827004798504,1.079917533345533,1.6288564337562523,5.341209233052743,n_to_pi_*_R,8.86917487040035
0,345,1,-453.935633,-455.3692376974,1,-455.37101728,1.0,22222200,0.936406,0.967681,22222200,0.96234,0.92609,5.6562,1,0.0,0.0,,,,,GROUND,0.0
0,345,2,-453.715553,-455.1485901762,2,-455.14834242,3.0,2222u2d0,0.841765,-0.917477,2222u2d0,-0.95173,0.90578,4.4238,1,6.004127958382263,6.0592946854035565,0.0945708330791753,-0.0130304868142816,-0.1235307650664877,0.1561194606258387,n_to_pi_*_R,5.988684911999887
0,345,3,-453.705176,-455.1528028667,3,-455.15330364,2.0,22u2220d,0.83185,0.912058,22u2220d,0.94281,0.8889,4.1391,1,5.889494752111404,5.924292943495987,0.0092221273280875,-0.0240060444878207,0.214053055233622,0.2155923195986336,n_to_pi_*_L,6.271057609800034
0,345,5,-453.62874,-455.1129900804,5,-455.11372825,5.0,222u220d,0.506761,0.711872,222u220d,-0.69901,0.48862,3.2473,1,6.972856405234951,7.0011947109414905,0.6856633753202392,-0.9266977044447156,-0.2956295011386279,1.1900839051888903,pi_nb_to_pi_*_L,8.350988180200064
0,345,7,-453.603396,-455.1157657226,7,-455.12955487,4.0,22222ud0,0.474363,0.68874,22222ud0,0.84596,0.71564,5.04,1,6.897327295074075,6.5705302234739165,-5.041170245211663,-1.31994945559351,-1.6176936607905332,5.456427097312025,pi_nb_to_pi_*_R,9.04063390180056
15,0,1,-453.937542,-455.3701465318,1,-455.37268842,1.0,22222200,0.936388,0.967672,22222200,0.96239,0.92619,5.5763,1,0.0,0.0,,,,,GROUND,0.0
15,0,2,-453.718737,-455.1509905446,2,-455.15122632,3.0,2222u2d0,0.897088,-0.947147,2222u2d0,-0.95823,0.91821,4.3355,1,5.963541230094001,6.026293787939906,0.1597343809727135,-0.0415718100626245,0.1136459433837582,0.2003963281790086,n_to_pi_*_R,5.953990377000862
15,0,3,-453.709711,-455.1573833176,3,-455.1574383,2.0,22u2220d,0.884041,0.940235,22u2220d,0.94194,0.88726,4.1309,1,5.789584926881367,5.857257115366656,0.0679477951791305,0.0420552361636371,-0.1454092859176121,0.1659198787157903,n_to_pi_*_L,6.199600473399472
15,0,4,-453.638363,-455.1167355976,4,-455.13117591,4.0,222u220d,0.528318,-0.726855,222u220d,0.55766,0.31098,4.7787,1,6.895666294890404,6.57189351461264,-1.503553947582449,0.7738413342279697,-0.4755007091008906,1.7565892552153226,pi_nb_to_pi_*_L,8.141079440599484
15,0,5,-453.632043,-455.1115417663,5,-455.13117591,4.0,222u220d,0.528318,-0.726855,222u220d,-0.60686,0.36828,4.4559,1,7.036997715927362,6.57189351461264,1.7144099391037373,-0.2254619306860233,0.6655674408320118,1.852839588162336,pi_nb_to_pi_*_L,8.313055488599932
15,0,7,-453.60411,-455.1156677636,7,-455.12044807,5.0,22222ud0,0.520994,0.721799,22222ud0,0.79707,0.63532,2.9632,1,6.924723552997149,6.863813059989061,4.371493432556627,1.6175891611768534,0.2413486671953154,4.667418847342524,pi_nb_to_pi_*_R,9.07315152480044
15,270,1,-453.951883,-455.3715485344,1,-455.37397286,1.0,22222200,0.910542,0.954223,22222200,0.95,0.9025,4.6783,1,0.0,0.0,,,,,GROUND,0.0
15,270,2,-453.749399,-455.1699956148,2,-455.17064745,2.0,222u22d0,0.807257,0.898475,222u22d0,0.92558,0.8567,3.4074,1,5.484537116404337,5.532769061673751,0.3143736987109105,-0.0394591179191574,0.0974766896425521,0.3314959258468546,n_to_pi_*_R,5.509873117600728
15,270,3,-453.737092,-455.1636123848,3,-455.16397424,3.0,22u2220d,0.830186,0.911146,22u2220d,0.91117,0.83023,3.2593,1,5.658233741225877,5.714356448267044,-0.0217308125432068,0.0042909812787198,-0.2001082352283355,0.2013304412691635,n_to_pi_*_L,5.844763817399757
15,270,4,-453.635245,-455.1213933545,4,-455.12135599,5.0,2222u20d,0.760689,0.872175,2222u20d,0.79956,0.63929,5.5296,1,6.807072662330622,6.874058696317921,1.3773064535805786,-0.8500716674799723,3.353376921434672,3.723537523890855,pi_nb_to_pi_*_L,8.61616327320032
15,270,5,-453.628663,-455.1297287032,5,-455.13015567,4.0,22222ud0,0.723826,0.85078,22222ud0,0.81017,0.65638,5.2899,1,6.580256154716186,6.63460708396488,3.443549367654833,-0.8310886884429263,-0.4272668964255215,3.568094399373755,pi_nb_to_pi_*_R,8.795268707999785
15,285,1,-453.946592,-455.3706178482,1,-455.37243074,1.0,22222200,0.928157,0.963409,22222200,0.9604,0.92237,4.5242,1,0.0,0.0,,,,,GROUND,0.0
15,285,2,-453.747918,-455.1730915748,2,-455.17391603,2.0,2222u20d,0.835003,-0.913785,2222u20d,-0.94158,0.88658,3.6955,1,5.374966435996792,5.401863179695099,-0.3490811221585133,0.0503130850717742,-0.0667214806738237,0.3589439962791265,n_to_pi_*_R,5.40619768359953
