Phi,Psi,end_state,Energy,CASPT2_Energy,MS_CASPT2_Energy,MS_CASPT2_Highest_Occupation,MS_CASPT2_Occupation_Weight,MS_CASPT2_Occupation_Coeff,Config,Coeff,Weight,Dipole Moment,start_state,CASPT2_Energy_Difference_eV,MS_CASPT2_Energy_Difference_eV,Dx_Debyes,Dy_Debyes,Dz_Debyes,TotalD_Debyes
45,345,7,-453.612574,-455.1025224077,-455.08854115,2222u20d,0.673753,-0.820825,2222u20d,-0.75606,0.57163,6.836,1,7.485119018549222,7.952713694265671,1.0716516688015942,1.4976041260013828,0.05424031556260421,1.842334776950917
60,0,1,-453.953361,-455.379532714,-455.38185307,22222200,0.936956,0.967965,22222200,0.96191,0.92527,5.4789,1,0.0,0.0,,,,
60,0,2,-453.742063,-455.1678030647,-455.16835836,2222u2d0,0.843707,-0.918535,2222u2d0,-0.95043,0.90332,3.9537,1,5.761460178961164,5.809489951693009,-0.1515370958887398,0.018808839768614537,0.09632839783864015,0.18054479789353828
60,0,3,-453.73162,-455.1732883772,-455.17345992,22u2220d,0.86721,-0.931241,22u2220d,-0.94262,0.88854,4.2376,1,5.61219714639984,5.670669361908623,-0.051372558303851006,-0.10874547268309544,0.1781596282684722,0.2149548109572608
60,0,4,-453.654138,-455.1392745035,-455.14252132,222u220d,0.566421,-0.752609,222u220d,-0.64996,0.42245,4.7245,1,6.5377622691989865,6.512551981948981,3.3064127882152006,0.6638457642023505,-0.7603085580090277,3.4570400248058237
60,0,5,-453.628519,-455.1079164338,-455.09681753,22222u0d,0.751997,-0.867177,22222u0d,-0.65581,0.43009,6.0694,1,7.391059247033312,7.756216093155105,-2.4060414379244444,1.0489393197714612,-0.3383024378837786,2.6464613323980317
60,0,6,-453.619824,-455.1212971093,-455.1302369,22222ud0,0.700083,-0.83671,22222ud0,-0.79989,0.63983,4.6866,1,7.026952333734096,6.846828248337376,-2.3528223689561223,-1.983597515351145,1.6281613395144565,3.4815717132284174
60,0,7,-453.608411,-455.0823673103,-455.07823241,2222u20d,0.751627,-0.866964,2222u20d,-0.80704,0.65131,9.5749,1,8.086286666241582,8.26194322752342,0.7808851739457526,-1.3645632014761497,-0.09830241933024277,1.5752706910048393
60,15,1,-453.955308,-455.3794759258,-455.38202791,22222200,0.932767,-0.965799,22222200,-0.95964,0.92091,6.2009,1,0.0,0.0,,,,
60,15,2,-453.740605,-455.1635899603,-455.16350737,2222u2d0,0.914493,-0.956291,2222u2d0,-0.9545,0.91108,4.1681,1,5.874559361607669,5.946249822155616,-0.1816736361880363,0.019312434122239847,-0.020465646171363507,0.18383993813793664
60,15,3,-453.739694,-455.1742471482,-455.1744201,222u220d,0.856909,-0.925694,222u220d,-0.92301,0.85194,4.5261,1,5.584562358785762,5.649299161032811,-0.0462465404009597,0.028302226424301576,-0.16674305640274897,0.17533683410597375
60,15,4,-453.646589,-455.1323574905,-455.13586181,22u2220d,0.393309,0.627144,22u2220d,0.68863,0.47421,6.3043,1,6.724438590323072,6.698524213539516,-0.3063395856207556,-1.4505984989427028,1.0213515234232036,1.8003440994672848
60,15,5,-453.626173,-455.1025534756,-455.09159626,22222u0d,0.822612,-0.90698,22222u0d,-0.77708,0.60386,9.6513,1,7.535447561372397,7.903051800808899,-3.0064856553210526,1.0756137535073809,-0.37416447328290836,3.2149494479687695
60,15,6,-453.621201,-455.1222325509,-455.13093244,22222ud0,0.511199,0.714982,22222ud0,0.79547,0.63277,6.8012,1,6.999952371755016,6.8326592723578825,-2.6595084329632797,-2.1426597484852183,1.7246111280549796,3.825997849823106
60,15,7,-453.603059,-455.0798465707,-455.07595724,2222u20d,0.733792,-0.856616,2222u20d,-0.74099,0.54906,9.1451,1,8.153334233368781,8.328611429637915,-1.240461665345045,1.592599647736977,-0.1171447989101704,2.022088444451222
60,30,1,-453.957749,-455.379510304,-455.38238222,22222200,0.924115,-0.961309,22222200,-0.9555,0.91298,6.4086,1,0.0,0.0,,,,
60,30,2,-453.745095,-455.1676495025,-455.16695321,2222u2d0,0.904456,-0.951029,2222u2d0,-0.92036,0.84706,4.1837,1,5.765029013936964,5.862124962714998,-0.2270120143040137,-0.008817335737668254,0.054208234974177545,0.23356098293074704
60,30,3,-453.744669,-455.1751129666,-455.17592429,22u2220d,0.888862,0.942795,22u2220d,0.91009,0.82826,4.4331,1,5.561937706926254,5.618009316401976,0.0074875781790085805,-0.04047303764588671,0.13410019748078567,0.14027470746411289
60,30,4,-453.642907,-455.1287886638,-455.13032644,222u220d,0.722934,0.850255,222u220d,0.77026,0.59329,6.7132,1,6.822486840139008,6.858790651892945,-0.47486110772233747,-2.3182986509292016,1.7438944913789598,2.939586662803465
60,30,5,-453.626996,-455.1207094131,-455.13542582,22222ud0,0.820374,0.905745,22222ud0,0.6665,0.44422,7.6744,1,7.042334562637176,6.720029382959667,-3.2514504036029446,0.9881910531291938,-0.02782206625391404,3.398415121385873
60,30,5,-453.626996,-455.1207094131,-455.09067095,22222u0d,0.852235,0.923166,22222u0d,-0.61201,0.37455,7.6744,1,7.042334562637176,7.9378720524782045,-3.2514504036029446,0.9881910531291938,-0.02782206625391404,3.398415121385873
60,30,6,-453.621259,-455.1054489956,-455.13542582,22222ud0,0.820374,0.905745,22222ud0,0.59918,0.35901,8.5662,1,7.457591887395962,6.720029382959667,-1.2550029507746738,-1.6066244891423693,1.4979892948639748,2.5298708648489288
60,30,6,-453.621259,-455.1054489956,-455.09067095,22222u0d,0.852235,0.923166,22222u0d,0.68396,0.46781,8.5662,1,7.457591887395962,7.9378720524782045,-1.2550029507746738,-1.6066244891423693,1.4979892948639748,2.5298708648489288
60,30,7,-453.606658,-455.0807345199,-455.07627144,2222u20d,0.710956,-0.843182,2222u20d,-0.74291,0.55191,8.3385,1,8.130107371459564,8.329702878891542,-1.2467098303241024,1.679324145520719,-0.29437097922003985,2.112124346813875
60,45,1,-453.95861,-455.3776902208,-455.38072603,22222200,0.914336,0.956209,22222200,0.95008,0.90266,6.4425,1,0.0,0.0,,,,
60,45,2,-453.749334,-455.1681034732,-455.16810668,2222u2d0,0.898105,0.947684,2222u2d0,0.94738,0.89752,4.1566,1,5.70314882364224,5.785670180590308,-0.2359024668577935,-0.018168808913830263,0.10615198421170347,0.2593228162742467
60,45,3,-453.748245,-455.1735831484,-455.17367976,22u2220d,0.857768,0.926158,22u2220d,0.92592,0.85733,4.3665,1,5.554039189905536,5.6340188714774015,0.08186833775568299,0.04856656881582693,-0.11866838960392015,0.15212929704973366
60,45,4,-453.640055,-455.1252487811,-455.12683151,222u220d,0.66267,-0.814045,222u220d,-0.78902,0.62255,7.1111,1,6.869284992251616,6.908825341528466,-0.06101592147533651,2.760411685169371,-2.3619710818998825,3.633524866821195
60,45,5,-453.626167,-455.1286011549,-455.13123182,22222ud0,0.709559,0.842353,22222ud0,0.84564,0.71511,8.163,1,6.778062207830336,6.789086745994627,-3.1917863750965805,0.9286539638485626,0.23457614955674844,3.332405199056566
60,45,6,-453.617461,-455.0804477785,-455.08036314,22222u0d,0.847677,-0.920694,22222u0d,-0.86053,0.74051,11.71,1,8.088382994401929,8.173294744946839,-0.469086876296206,-0.19159843743646052,0.4515666402342321,0.6787229830019113
60,45,7,-453.607556,-455.079837766,-455.07257338,2222u20d,0.696427,-0.834522,2222u20d,-0.68644,0.4712,7.7282,1,8.10498228854378,8.385265020210298,1.3599558908747105,-1.768261543857509,0.5142512504574844,2.289253865743565
60,60,1,-453.956933,-455.3738220973,-455.37677953,22222200,0.90708,-0.952408,22222200,-0.94582,0.89458,6.4602,1,0.0,0.0,,,,
60,60,2,-453.751871,-455.1685776131,-455.16861354,2222u2d0,0.893573,0.94529,2222u2d0,0.94694,0.89669,4.1884,1,5.584989757358952,5.664488020285938,-0.22260710142938475,-0.02511091700215526,0.16238988781464764,0.27668566243747716
60,60,3,-453.748222,-455.1703098235,-455.17035502,222u220d,0.824769,-0.908168,222u220d,-0.90973,0.8276,4.2974,1,5.537853887280194,5.617099911414911,-0.09265049332072711,-0.04967755657557644,0.12451848033833518,0.162962650461551
60,60,4,-453.636565,-455.1219368624,-455.12336947,22u2220d,0.71915,-0.848027,22u2220d,-0.7961,0.63377,7.6668,1,6.854149880957511,6.895642506684586,-1.0774317051970235,2.6413212404944897,-2.4441222296775247,3.7564837745516653
60,60,5,-453.624861,-455.1277363691,-455.12872916,22222ud0,0.759667,-0.871589,22222ud0,-0.85634,0.73332,8.6313,1,6.696337184341497,6.749797838219199,-3.0775507807734543,0.8683781668089952,0.3343127389085438,3.215146115448742
60,60,6,-453.608443,-455.0696796786,-455.07063339,22222u0d,0.729123,-0.853887,22222u0d,-0.66019,0.43585,10.591,1,8.276141012213076,8.330665073996268,0.788940544813143,-0.7055298279858485,0.1253598933552926,1.0657929552478551
60,60,6,-453.608443,-455.0696796786,-455.05925276,2222u20d,0.603164,-0.776636,2222u20d,-0.55153,0.30418,10.591,1,8.276141012213076,8.640347949178791,0.788940544813143,-0.7055298279858485,0.1253598933552926,1.0657929552478551
60,60,7,-453.599969,-455.0656704233,-455.07063339,22222u0d,0.729123,-0.853887,22222u0d,0.57769,0.33373,9.5764,1,8.385238461883247,8.330665073996268,1.2657180421698997,-1.3176145108982964,0.4084505840551422,1.872159725610996
75,0,1,-453.956274,-455.3812186573,-455.38355374,22222200,0.937621,0.968308,22222200,0.96164,0.92474,5.9664,1,0.0,0.0,,,,
75,0,2,-453.740899,-455.1649488094,-455.16501433,2222u2d0,0.917017,-0.95761,2222u2d0,-0.95999,0.92159,4.117,1,5.8850053391455175,5.946763301274145,-0.1377577218291245,0.0608499074864788,-0.028839465658167623,0.15333497951486316
75,0,3,-453.738387,-455.1762111957,-455.17623405,222u220d,0.903187,0.950361,222u220d,0.9511,0.90459,4.5166,1,5.5785400405827525,5.641459012466539,0.06889419985970477,-0.03199788286364931,0.17714150298889839,0.19274176350087432
75,0,4,-453.648888,-455.1357720164,-455.13878357,22u2220d,0.548189,-0.740398,22u2220d,-0.72015,0.51862,6.1589,1,6.678946724186623,6.660539003939034,-0.2785836383229637,-0.9565926304338986,0.5829102263023057,1.1543234542108902
75,0,5,-453.623958,-455.0890265828,-455.08464219,22222u0d,0.859595,0.927143,22222u0d,0.86256,0.74401,12.093,1,7.950955416049516,8.13380175167038,-3.020454968281079,1.2114725610995893,-0.5668485675653695,3.303351505632142
75,0,6,-453.621764,-455.1252424752,-455.12852581,22222ud0,0.687559,-0.829192,22222ud0,-0.85098,0.72417,7.0067,1,6.965470281595153,6.939667014403082,3.1711386279533165,2.1421114864177953,-1.614532867715831,4.153489894676914
75,0,7,-453.598635,-455.0786107217,-455.07427678,2222u20d,0.727396,0.852875,2222u20d,0.74165,0.55005,10.054,1,8.234385578786064,8.41585906934492,-0.9856312751616446,1.7797545773860357,-0.0661502048513684,2.035527255906633
75,15,1,-453.95726,-455.3812833637,-455.38395059,22222200,0.9347,0.966799,22222200,0.96008,0.92175,6.3319,1,0.0,0.0,,,,
75,15,2,-453.742787,-455.1660419235,-455.16602197,2222u2d0,0.919226,0.958763,2222u2d0,0.95798,0.91773,4.2838,1,5.857020925857598,5.930142850268251,-0.18981155910699038,0.04098888871945021,0.010182299011833597,0.19445358362815668
75,15,3,-453.740444,-455.1761788257,-455.17625125,222u220d,0.902297,-0.949893,222u220d,-0.94955,0.90165,4.5906,1,5.581181625333214,5.65178982047536,0.01353513142511488,0.05193993356309219,-0.1572185057541377,0.16612830913748933
75,15,4,-453.645115,-455.131832413,-455.13281195,22u2220d,0.560176,0.748449,22u2220d,0.76525,0.58561,6.742,1,6.787909599878222,6.8338339884950505,1.2855495481070311,2.3856610853564315,-1.5145945772843725,3.104514964824529
75,15,5,-453.624751,-455.1203876376,-455.13500855,22222ud0,0.662029,0.813652,22222ud0,0.71228,0.50734,7.6175,1,7.099337961197232,6.774061427255305,3.327895241145135,-1.1489294736895614,0.37404040350128104,3.540456442397625
75,15,5,-453.624751,-455.1203876376,-455.08831341,22222u0d,0.879381,0.937753,22222u0d,-0.57311,0.32845,7.6175,1,7.099337961197232,8.044701559851225,3.327895241145135,-1.1489294736895614,0.37404040350128104,3.540456442397625
75,15,6,-453.620673,-455.1025020286,-455.13500855,22222ud0,0.662029,0.813652,22222ud0,0.55472,0.30771,9.5453,1,7.586030421940325,6.774061427255305,1.4983882162173154,1.518698843072669,-1.2322750752307756,2.4637603950632347
75,15,6,-453.620673,-455.1025020286,-455.08831341,22222u0d,0.879381,0.937753,22222u0d,0.73821,0.54495,9.5453,1,7.586030421940325,8.044701559851225,1.4983882162173154,1.518698843072669,-1.2322750752307756,2.4637603950632347
75,15,7,-453.599593,-455.0774881321,-455.0733566,2222u20d,0.713126,-0.844468,2222u20d,-0.75085,0.56378,9.9885,1,8.266693565160788,8.451697299485254,1.0220839051888904,-1.8949232468179418,0.18707784656988333,2.161107989203367
75,30,1,-453.958445,-455.3801954073,-455.3826422,22222200,0.926993,0.962805,22222200,0.95685,0.91555,6.4715,1,0.0,0.0,,,,
75,30,2,-453.746946,-455.1683077013,-455.16828363,2222u2d0,0.911528,0.95474,2222u2d0,0.9552,0.91241,4.2765,1,5.765761123047596,5.832996791698046,0.21522113908543777,-0.010585434432312635,-0.08390867593835144,0.23124198588914643
75,30,3,-453.744369,-455.1762518866,-455.17633435,222u220d,0.722852,-0.850207,222u220d,-0.85881,0.73756,4.5271,1,5.549588719175043,5.613925429490821,0.062039038926843156,0.056308382131674196,-0.14112425353787972,0.16412047776625593
75,30,4,-453.642642,-455.1289472242,-455.12926041,22u2220d,0.360542,0.600452,22u2220d,0.70866,0.5022,7.1576,1,6.8368148096078105,6.894873240407322,0.5975593611483876,3.0628488573055184,-1.9861683085275104,3.699051888902444
75,30,5,-453.625607,-455.1289096275,-455.13211972,22222ud0,0.508873,0.713353,22222ud0,0.87012,0.75711,8.1967,1,6.837837868450104,6.817067412272794,3.3685120318409174,-0.9875475580496931,0.07248756811435078,3.5110365835061605
75,30,6,-453.618186,-455.0804050865,-455.0790067,22222u0d,0.893517,0.94526,22222u0d,0.91696,0.84082,13.505,1,8.157714335417499,8.262347044701123,0.2785844160465211,0.4712534641738848,-0.508537539140336,0.7471944410556709
75,30,7,-453.601186,-455.0762533679,-455.07162329,2222u20d,0.699992,0.836655,2222u20d,0.73791,0.54451,9.397,1,8.270688410929132,8.46325996757481,1.218690082245537,-1.9012542546053435,0.27490792617217685,2.274982994286528
75,45,1,-453.958035,-455.3774895072,-455.37993474,22222200,0.919263,-0.958782,22222200,-0.95314,0.90848,6.527,1,0.0,0.0,,,,
75,45,2,-453.750664,-455.1700253264,-455.17002823,2222u20d,0.904372,-0.950985,2222u20d,-0.95298,0.90816,4.2682,1,5.645390809421185,5.711850006213896,0.21465890290146802,0.019298929486397463,-0.1481902713391078,0.2615554420316376
75,45,3,-453.745782,-455.174108225,-455.17416845,222u22d0,0.82208,0.906686,222u22d0,0.91228,0.83226,4.4366,1,5.534289422456659,5.599188823705605,0.08991898712943759,0.05586637692651784,-0.12919945686429996,0.16702986560123625
75,45,4,-453.64021,-455.1257412324,-455.12685904,22u222d0,0.636773,-0.797981,22u222d0,-0.77288,0.59734,7.6104,1,6.850423004892157,6.886544102980293,0.5666678739172869,-3.1379358301817737,2.0191900542881545,3.774239305030296
75,45,5,-453.625749,-455.1292946472,-455.1301095,22222u0d,0.750699,0.866429,22222u0d,0.88292,0.77955,8.7243,1,6.753729613402789,6.7980945357361895,3.2492628654792406,-0.8730377627993983,-0.0610192283254036,3.365059803383352
75,45,6,-453.610154,-455.0728748741,-455.07303326,22222ud0,0.850975,-0.922483,22222ud0,-0.88762,0.78787,14.006,1,8.288990627136226,8.351218932872595,0.18140825479850353,-0.26918305985929813,-0.03069376270790127,0.32605303515513806
75,45,7,-453.598569,-455.070041629,-455.06544224,2222u2d0,0.670663,0.81894,2222u2d0,0.68495,0.46916,9.4144,1,8.366087192850939,8.557781214500775,-1.3563486107722338,1.7403104159041929,-0.2955207875848888,2.2261389075271443
75,60,1,-453.955709,-455.3737476624,-455.37595147,22222200,0.915332,-0.95673,22222200,-0.95159,0.90553,6.6402,1,0.0,0.0,,,,
75,60,2,-453.75188,-455.1699688328,-455.16991449,2222u20d,0.642146,-0.80134,2222u20d,-0.95023,0.90294,4.4013,1,5.545107243776595,5.60655467757259,0.21568615906225858,0.045393471696962305,-0.1769125551522915,0.28262897757309585
75,60,3,-453.742973,-455.1700957377,-455.17018238,222u22d0,0.613392,0.783193,222u22d0,0.9291,0.86323,4.4074,1,5.541653983780345,5.599265015625722,-0.06543404929649059,-0.04799624379854418,0.13931689057988697,0.1612279449290391
75,60,4,-453.637607,-455.1225235916,-455.12326248,22u222d0,0.702955,-0.838424,22u222d0,-0.79456,0.63133,8.1978,1,6.836158680166908,6.876021182486659,-1.504345273677362,2.9207540360294417,-1.9281712847179862,3.8094229596193734
75,60,5,-453.623859,-455.1276283876,-455.12769116,22222u0d,0.790955,0.889357,22222u0d,0.87963,0.77375,9.3099,1,6.697250034292185,6.755510599534944,-3.197474940018706,0.9020570127282339,-0.0859178314728966,3.3233920438371762
75,60,6,-453.598525,-455.0618403443,-455.06214646,22222ud0,0.775032,0.880359,22222ud0,0.77443,0.59974,14.056,1,8.487434795746275,8.539073649114274,-0.4639556316335245,0.5546587115204751,-0.06571905803952666,0.7260992410841366
75,60,7,-453.589436,-455.0565195485,-455.05317565,2222u2d0,0.584414,0.76447,2222u2d0,0.57714,0.33309,10.944,1,8.632221098578476,8.783181948348107,1.285441858810134,-1.4021909514659836,0.2652989228782888,1.92064670255378
210,90,1,-453.958441,-455.3783706294,-455.38218075,22222200,0.94098,-0.970041,22222200,-0.96182,0.9251,2.3553,1,0.0,0.0,,,,
210,90,2,-453.748998,-455.1671988335,-455.16781008,222u220d,0.888693,0.942705,222u220d,0.95648,0.91486,2.5398,1,5.74628020695443,5.833326049637834,-0.14932656180106543,-0.0009367779548412021,-0.14917041549753976,0.2110713444451222
210,90,3,-453.738755,-455.1742678128,-455.17445906,22222ud0,0.832112,0.912202,22222ud0,0.92105,0.84833,3.4704,1,5.553923383629986,5.652397995265217,-0.17381317123134482,-0.16906214773697698,-0.09345623170062219,0.2598597606848034
210,90,4,-453.647791,-455.1343102116,-455.13524335,22u222d0,0.586611,-0.765905,22u222d0,-0.78512,0.61641,4.443,1,6.641225652923696,6.719512366359425,3.16265745089667,-1.372393919523403,1.8190963792647716,3.8980737363262987
210,90,5,-453.630968,-455.1183521608,-455.10326596,2222u2d0,0.754897,-0.868848,2222u2d0,0.62353,0.38879,4.8549,1,7.075466556463061,7.589661916605661,0.02548422364889594,-0.716471483469562,3.1857602629010615,3.26543247529584
210,90,6,-453.623723,-455.1183422854,-455.13745339,2222u20d,0.607353,0.779328,2222u20d,0.64218,0.41239,5.8452,1,7.075735279922524,6.659374083902809,1.575092218697898,-1.202334827782522,-0.10291565257614575,1.9842167637550325
210,90,7,-453.597573,-455.0811841409,-455.07161349,222u22d0,0.753284,0.867919,222u22d0,0.77288,0.59734,10.353,1,8.08686041316937,8.450969938763203,-2.4705447546866743,0.65168930706356,0.11341036405595543,2.5575676314505307
210,105,1,-453.958497,-455.3792046543,-455.38298374,22222200,0.941368,-0.970241,22222200,-0.96149,0.92447,2.1346,1,0.0,0.0,,,,
210,105,2,-453.748515,-455.1674905205,-455.16804463,222u220d,0.886233,0.941399,222u220d,0.95477,0.91158,2.6255,1,5.761037980485349,5.848794097853697,-0.13473747737993577,0.004247444593550486,-0.15357829109226953,0.20434901539181002
210,105,3,-453.736738,-455.173492948,-455.17364666,22u222d0,0.832261,0.912284,22u222d0,0.92102,0.84828,3.3975,1,5.597703524812032,5.696355018712316,-0.22443096000569318,-0.15430946408238788,-0.12904867100768574,0.30138716908625107
210,105,4,-453.646594,-455.1339711288,-455.13561785,2222u2d0,0.738937,-0.859614,2222u2d0,-0.79502,0.63206,3.7443,1,6.673147555790646,6.73117217914516,-2.5675672247976906,1.5148418374608599,-1.7383650700459519,3.4509506526778093
210,105,5,-453.635192,-455.1139547828,-455.10334003,22222ud0,0.774681,-0.88016,22222ud0,0.72023,0.51873,5.9032,1,7.217820353334424,7.609496850292894,0.49866648367288846,1.41254119647432,-2.902401869586434,3.266171693912407
210,105,6,-453.622199,-455.1237843837,-455.13669052,22222u0d,0.709504,-0.842321,22222u0d,-0.72781,0.52971,2.8811,1,6.95034315140441,6.701983326707568,-2.4257938549672646,1.5847741373876623,-0.43214887306331584,2.9296309625472734
210,105,7,-453.602458,-455.0816042517,-455.07317925,222u22d0,0.742932,-0.861935,222u22d0,-0.77953,0.60766,10.385,1,8.098123595309172,8.430213899185356,-2.098049888678785,0.6139778018380708,0.10736158528526697,2.188677359094791
210,120,1,-453.958855,-455.3801115615,-455.38345364,22222200,0.94168,-0.970402,22222200,-0.96161,0.9247,2.2816,1,0.0,0.0,,,,
210,120,2,-453.748191,-455.1676001633,-455.16796983,222u220d,0.885978,0.941264,222u220d,0.95475,0.91155,2.7942,1,5.782732660978906,5.863616147434636,0.10679837440527022,-0.010867865911309015,0.158508430421699,0.1914390915375544
210,120,3,-453.734573,-455.1717143002,-455.1718625,22u222d0,0.825652,-0.908654,22u222d0,-0.91978,0.846,3.4389,1,5.670781236138241,5.757691146997436,-0.22669634164938393,-0.13014484567524703,-0.17439941569069986,0.3142356883615957
210,120,4,-453.644754,-455.1334184452,-455.1350624,2222u2d0,0.855166,0.924752,2222u2d0,0.80836,0.65345,3.6093,1,6.712865064885274,6.75907338813726,1.950117301553414,-1.6731136162620472,1.4760170667113985,2.963257162173153
210,120,5,-453.639513,-455.1142399477,-455.10435354,22222ud0,0.790721,0.889225,22222ud0,0.77027,0.59331,6.2772,1,7.234738831756206,7.594704461141377,1.0033784768817862,2.0106510486560123,-2.4728887296165265,3.341356720954821
210,120,6,-453.621178,-455.1245416048,-455.13533089,22222u0d,0.794906,0.891575,22222u0d,0.76683,0.58803,0.84607,1,6.954416319745233,6.751767399351361,-2.890722774592331,1.9514647686145339,-0.6017442763612704,3.5392921698995568
210,120,7,-453.607614,-455.0809998185,-455.07459305,222u22d0,0.751984,-0.86717,222u22d0,-0.80746,0.652,10.922,1,8.139249283469358,8.404529058727405,1.6539125848887806,-0.5379606588792648,-0.06137057358383149,1.7402858540726285
210,135,1,-453.959512,-455.3811081865,-455.38365829,22222200,0.941475,0.970296,22222200,0.9621,0.92564,2.6033,1,0.0,0.0,,,,
210,135,2,-453.74818,-455.1677173718,-455.16777874,222u220d,0.845238,0.919368,222u220d,0.95657,0.91503,2.9894,1,5.8066628151277335,5.8743847868703005,-0.07063738207067627,0.0164736344343459,-0.16283606476963117,0.17825993478305072
210,135,3,-453.732853,-455.1694398679,-455.16971512,22u222d0,0.774695,0.880167,22u222d0,0.92135,0.84889,3.5986,1,5.759791284752165,5.8216931761393615,-0.17678142282745724,-0.10498231695539019,-0.21493246589199302,0.29743725854987596
210,135,4,-453.643608,-455.127493515,-455.13034145,2222u2d0,0.7087,-0.841843,2222u2d0,-0.76319,0.58246,2.4444,1,6.901210272054407,6.8931058599766795,1.942822386747184,1.1580701679476233,-0.997711022325241,2.472066469948355
210,135,5,-453.642413,-455.1201162969,-455.10580555,22222ud0,0.755317,0.86909,22222ud0,-0.70111,0.49156,3.8757,1,7.101954704661623,7.560762049236391,-0.3053515513805864,2.7615798717010294,-2.007750589646619,3.4279185220202515
210,135,6,-453.621107,-455.12425635,-455.13467106,22222u0d,0.710826,0.843105,22222u0d,0.81109,0.65787,2.5875,1,6.989298063736224,6.775291110422315,3.2480363242649752,-2.3398654919482738,0.5938254010613639,4.046892511487943
210,135,7,-453.612095,-455.0752040478,-455.07336543,222u22d0,0.771971,-0.878619,222u22d0,-0.863,0.74476,12.274,1,8.324079879820815,8.443503130604112,-0.8597699793623684,0.28556462476109146,0.03162677300638445,0.9065052814037657
210,150,1,-453.960252,-455.3822034019,-455.3845613,22222200,0.941783,0.970455,22222200,0.96271,0.92681,2.9521,1,0.0,0.0,,,,
210,150,2,-453.748608,-455.1682976245,-455.16854796,222u220d,0.740625,0.860596,222u220d,0.95891,0.91951,3.165,1,5.820675671141996,5.878025400074935,-0.032391873805457286,0.020384767699564883,-0.16509904360335084,0.16947703809320483
210,150,3,-453.731857,-455.1674166218,-455.16729839,22u222d0,0.691912,-0.831812,22u222d0,-0.93017,0.86522,3.8191,1,5.844648988012725,5.912027949173677,-0.10269508255052662,-0.07777835463177586,-0.23963016245780977,0.2720631684356066
210,150,4,-453.646907,-455.1247486286,-455.10968833,22222ud0,0.789798,-0.888706,22222ud0,-0.72765,0.52947,3.5446,1,7.005704818174777,7.4796783358577255,-2.025932597291692,-2.0844617797161566,0.9362721269976821,3.053848282908381
210,150,4,-453.646907,-455.1247486286,-455.13673501,2222u2d0,0.465659,0.682392,2222u2d0,0.58252,0.33934,3.5446,1,7.005704818174777,6.743700307705393,-2.025932597291692,-2.0844617797161566,0.9362721269976821,3.053848282908381
210,150,5,-453.640359,-455.1283616642,-455.13673501,2222u2d0,0.465659,0.682392,2222u2d0,0.66336,0.44005,1.3781,1,6.907389061249399,6.743700307705393,0.03491102715424343,-2.3929586662803466,1.1966003339636453,2.6756910048391687
210,150,6,-453.622333,-455.1264193191,-455.13157241,22222u0d,0.420573,-0.648516,22222u0d,-0.81709,0.66763,3.912,1,6.960242990702518,6.884181881345545,-3.2624463218250583,2.6290328778821523,-0.48315913342279704,4.217678596844374
210,150,7,-453.614596,-455.0759942236,-455.0750381,222u22d0,0.790466,-0.889082,222u22d0,-0.88867,0.78974,12.474,1,8.332380434392078,8.422559604480028,0.4529612459843032,-0.32404031962913266,0.045810775791956415,0.5588153974014884
210,165,1,-453.964181,-455.3777031567,-455.37894078,22222200,0.940993,0.970048,22222200,0.95961,0.92085,2.5303,1,0.0,0.0,,,,
210,165,2,-453.744845,-455.1667329874,-455.16675385,222u22d0,0.9447,0.971957,222u22d0,0.97273,0.9462,3.8348,1,5.74079366489073,5.773903427001266,0.06032191833394332,0.03657517358993128,-0.19670874913586273,0.20897561836647555
210,165,3,-453.665297,-455.1203995164,-455.12079496,22222ud0,0.859564,-0.927127,22222ud0,-0.94252,0.88834,4.942,1,7.001592277659275,7.024509166347498,3.650669782644057,-1.152999275649628,0.14561850016266115,3.831188061689236
210,165,4,-453.573877,-455.0073327762,-455.0043751,u22222d0,0.572375,-0.756555,u22222d0,-0.87927,0.77312,3.8191,1,10.078296571939024,10.192456544751709,-1.1389910383880282,-2.2680874811923064,-0.14727780565044124,2.5422848298157867
210,165,5,-453.548903,-455.0307024958,-455.02247142,2u2222d0,0.639202,-0.799501,2u2222d0,-0.79421,0.63076,5.4209,1,9.442373784014093,9.70003034270415,-0.03660615596153064,0.21796898102964501,-0.5784684894880241,0.6192546180513196
210,165,6,-453.540721,-455.0495334193,-455.05497721,22u222d0,0.574381,0.757879,22u222d0,0.81593,0.66575,16.743,1,8.929957992286448,8.815502288697713,0.175428024226343,0.3652811470659998,-0.35030426527998054,0.5356476327721524
210,165,7,-453.536407,-455.0308846301,-455.03497566,2222u2d0,0.84083,-0.916968,2222u2d0,-0.89131,0.79444,19.959,1,9.437417654724108,9.359772466368193,-0.1113473641271197,-0.623027482107275,-0.05069310698019601,0.6349261925094547
210,180,1,-453.961027,-455.3833312722,-455.3868128,22222200,0.943099,-0.971133,22222200,-0.96341,0.92816,3.4579,1,0.0,0.0,,,,
210,180,2,-453.750717,-455.1707275963,-455.17078756,222u22d0,0.917491,-0.957857,222u22d0,-0.96018,0.92194,3.3491,1,5.785243666384452,5.878349215735046,0.043739862907161156,0.02105395073400838,-0.15767709654955067,0.164980335793583
